pillar,sort_order,slug,display_name,unit,wired_status,tier_index,threshold,current_title,current_body,copy_status,proposed_title,proposed_body,approved_y_n
body,101,reps_lifted_total,"Total Reps Lifted",,NOT WIRED,2,5000,"Five Thousand Reps","Five thousand lifetime reps. Volume that quietly builds strength, capacity and durability over time.",placeholder,,,
body,101,reps_lifted_total,"Total Reps Lifted",,NOT WIRED,3,25000,"Twenty-Five Thousand Reps","Twenty-five thousand lifetime reps. This is where serious strength infrastructure starts to compound.",placeholder,,,
body,101,reps_lifted_total,"Total Reps Lifted",,NOT WIRED,4,100000,"Hundred Thousand Reps","One hundred thousand lifetime reps. Rare territory — the work behind this is significant and visible.",placeholder,,,
body,102,sets_completed_total,"Total Sets Completed",,NOT WIRED,1,100,"Hundred Sets Logged","One hundred lifetime sets completed. Strength training is now part of how you train.",placeholder,,,
body,102,sets_completed_total,"Total Sets Completed",,NOT WIRED,2,500,"Five Hundred Sets Completed","Five hundred lifetime sets. A serious volume base that supports progress across every lift.",placeholder,,,
body,102,sets_completed_total,"Total Sets Completed",,NOT WIRED,3,2500,"Two Thousand Five Hundred Sets","Two thousand five hundred lifetime sets. Long-term commitment in numerical form.",placeholder,,,
body,102,sets_completed_total,"Total Sets Completed",,NOT WIRED,4,10000,"Ten Thousand Sets Completed","Ten thousand lifetime sets. The kind of accumulated work that builds lasting capacity.",placeholder,,,
body,103,distance_total,"Total Distance Covered",,NOT WIRED,1,25,"Twenty-Five Kilometres","Twenty-five kilometres covered across cardio and movement. A solid foundation distance.",placeholder,,,
body,103,distance_total,"Total Distance Covered",,NOT WIRED,2,100,"Hundred Kilometres Lifetime","One hundred kilometres total distance. Cardio and movement combining into meaningful range.",placeholder,,,
body,103,distance_total,"Total Distance Covered",,NOT WIRED,3,500,"Five Hundred Kilometres","Five hundred kilometres lifetime distance. The kind of ground that quietly transforms aerobic capacity.",placeholder,,,
body,103,distance_total,"Total Distance Covered",,NOT WIRED,4,1000,"Thousand Kilometres","One thousand lifetime kilometres covered. Few members reach this. Sustained aerobic work pays compound dividends.",placeholder,,,
body,103,distance_total,"Total Distance Covered",,NOT WIRED,5,5000,"Five Thousand Kilometres","Five thousand kilometres lifetime. Rarefied distance. Built on years of showing up, not single big efforts.",placeholder,,,
body,104,workout_before_7am,"Early Bird Workouts",,NOT WIRED,1,3,"Three Early Workouts","Three workouts logged before seven in the morning. Early-day movement sets a powerful tone.",placeholder,,,
body,104,workout_before_7am,"Early Bird Workouts",,NOT WIRED,2,5,"Five Early Workouts","Five early workouts banked. The discipline of training before the day begins is rare and valuable.",placeholder,,,
body,104,workout_before_7am,"Early Bird Workouts",,NOT WIRED,3,10,"Ten Early Workouts","Ten workouts before seven am. This is a deliberate, sustained pattern, not coincidence.",placeholder,,,
body,104,workout_before_7am,"Early Bird Workouts",,NOT WIRED,4,25,"Twenty-Five Early Workouts","Twenty-five pre-seven workouts. Sustained early training across weeks or months.",placeholder,,,
body,105,workout_days_in_a_row,"Consecutive Workout Days",,NOT WIRED,1,3,"Three Days Running","Three consecutive days with a logged workout. The shape of a habit beginning to form.",placeholder,,,
body,105,workout_days_in_a_row,"Consecutive Workout Days",,NOT WIRED,2,5,"Five Days Running","Five consecutive workout days. The body adapts to consistency more than intensity.",placeholder,,,
body,105,workout_days_in_a_row,"Consecutive Workout Days",,NOT WIRED,3,7,"Seven Days Running","Seven consecutive workout days. A full week of dedicated training — managed wisely, this is real progress.",placeholder,,,
body,106,muscle_groups_week,"All Muscle Groups Week",,NOT WIRED,1,1,"All Muscle Groups Week","Every major muscle group worked across a single week. Balanced training prevents adaptation gaps.",placeholder,,,
body,107,programme_week_complete,"Programme Weeks",,NOT WIRED,1,1,"One Programme Week","Completed every session in a programme week. Following a structured plan beats reactive training.",placeholder,,,
body,107,programme_week_complete,"Programme Weeks",,NOT WIRED,2,5,"Five Programme Weeks","Five full programme weeks completed. The discipline of finishing what you start, week after week.",placeholder,,,
body,107,programme_week_complete,"Programme Weeks",,NOT WIRED,3,20,"Twenty Programme Weeks","Twenty full programme weeks. That is months of structured, completed training — uncommon and effective.",placeholder,,,
body,108,streak_movement,"Movement Streak",,NOT WIRED,1,3,"Three-Day Movement Streak","Three days in a row with movement. The smallest unit of a real practice.",placeholder,,,
body,108,streak_movement,"Movement Streak",,NOT WIRED,2,7,"Seven-Day Movement Streak","A full week of consecutive movement. Mobility and recovery work are quietly becoming part of you.",placeholder,,,
body,108,streak_movement,"Movement Streak",,NOT WIRED,3,14,"Fourteen-Day Movement Streak","Two weeks running of consistent movement. The body has adapted to expect this.",placeholder,,,
body,108,streak_movement,"Movement Streak",,NOT WIRED,4,30,"Thirty-Day Movement Streak","A month-long movement streak. Resilience built one quiet day at a time.",placeholder,,,
body,109,first_workout,"First Workout",,NOT WIRED,1,1,"Your First Workout In","Your first workout is in the system. Every accomplished athlete on this platform started right here.",placeholder,,,
body,110,first_cardio,"First Cardio Session",,NOT WIRED,1,1,"First Cardio Session","Your first cardio session is logged. The single hardest one of your VYVE journey is now behind you.",placeholder,,,
body,111,first_custom_workout,"First Custom Workout",,NOT WIRED,1,1,"Your First Custom Workout","Your first custom workout, built and saved. Training that fits your goals, on your terms.",placeholder,,,
body,112,programme_complete_8wk,"Programme Completed",,NOT WIRED,1,1,"Programme Completed","An eight-week programme completed end to end. Few members finish what they start at this scale.",placeholder,,,
body,113,lifetime_steps_v2,"Lifetime Steps",,NOT WIRED,1,100000,"Hundred Thousand Lifetime Steps","One hundred thousand lifetime steps tracked through Apple Health. Background movement quietly counted.",placeholder,,,
body,113,lifetime_steps_v2,"Lifetime Steps",,NOT WIRED,2,500000,"Five Hundred Thousand Steps","Half a million lifetime steps. Daily walking compounds in ways the gym never quite matches.",placeholder,,,
body,113,lifetime_steps_v2,"Lifetime Steps",,NOT WIRED,3,1000000,"Million Steps","One million lifetime steps. Years of background movement, finally counted and recognised.",placeholder,,,
body,113,lifetime_steps_v2,"Lifetime Steps",,NOT WIRED,4,5000000,"Five Million Lifetime Steps","Five million lifetime steps. An astonishing total — sustained daily movement across years.",placeholder,,,
body,114,lifetime_active_energy_v2,"Lifetime Active Energy",,NOT WIRED,1,100000,"Hundred Thousand Lifetime Calories","One hundred thousand active calories burned, tracked via Apple Health. Real energy expenditure across many sessions.",placeholder,,,
body,114,lifetime_active_energy_v2,"Lifetime Active Energy",,NOT WIRED,2,500000,"Five Hundred Thousand Active Calories","Half a million active calories burned. The energy cost of sustained training, made visible.",placeholder,,,
mind,300,mind_sessions_logged,"Mind Sessions",,NOT WIRED,1,10,"Ten Mind Sessions","Ten sessions tending to your inner state. Mental practice that compounds quietly.",placeholder,,,
mind,300,mind_sessions_logged,"Mind Sessions",,NOT WIRED,2,30,"Thirty Mind Sessions","Thirty mind sessions in the record. Mental fitness as deliberate as any other kind.",placeholder,,,
mind,300,mind_sessions_logged,"Mind Sessions",,NOT WIRED,3,60,"Sixty Mind Sessions","Sixty mind sessions logged. A genuine practice — not occasional, not optional.",placeholder,,,
mind,300,mind_sessions_logged,"Mind Sessions",,NOT WIRED,4,100,"Hundred Mind Sessions","One hundred mind sessions. The kind of internal work that changes how you respond to everything.",placeholder,,,
mind,300,mind_sessions_logged,"Mind Sessions",,NOT WIRED,5,250,"Mind Practice Master","Two hundred and fifty mind sessions. A lifetime practice, not a passing interest.",placeholder,,,
mind,301,breathwork_sessions,"Breathwork Sessions",,NOT WIRED,1,5,"Five Breathwork Sessions","Five breathwork sessions banked. The simplest, most direct intervention in your nervous system.",placeholder,,,
mind,301,breathwork_sessions,"Breathwork Sessions",,NOT WIRED,2,15,"Fifteen Breathwork Sessions","Fifteen breathwork sessions. The vagal nerve learns its work through repetition.",placeholder,,,
mind,301,breathwork_sessions,"Breathwork Sessions",,NOT WIRED,3,50,"Fifty Breathwork Sessions","Fifty breathwork sessions. State regulation now a learned, accessible skill.",placeholder,,,
mind,301,breathwork_sessions,"Breathwork Sessions",,NOT WIRED,4,150,"Hundred Fifty Breathwork Sessions","One hundred and fifty breathwork sessions. Mastery of the most accessible mental tool there is.",placeholder,,,
mind,302,journal_entries,"Journal Entries",,NOT WIRED,1,5,"Five Journal Entries","Five journal entries logged. Capturing thought makes it considerably more tractable.",placeholder,,,
mind,302,journal_entries,"Journal Entries",,NOT WIRED,2,15,"Fifteen Journal Entries","Fifteen journal entries. Reflective practice is becoming part of how you process.",placeholder,,,
mind,302,journal_entries,"Journal Entries",,NOT WIRED,3,50,"Fifty Journal Entries","Fifty journal entries banked. The clearest, most durable record of your own thinking over time.",placeholder,,,
mind,302,journal_entries,"Journal Entries",,NOT WIRED,4,150,"Hundred Fifty Journal Entries","One hundred and fifty journal entries. A genuine reflective practice that few sustain.",placeholder,,,
mind,303,meditation_sessions,"Meditation Sessions",,NOT WIRED,1,5,"Five Meditation Sessions","Five meditation sessions logged. The skill of attention is the most important skill there is.",placeholder,,,
mind,303,meditation_sessions,"Meditation Sessions",,NOT WIRED,2,15,"Fifteen Meditation Sessions","Fifteen meditation sessions. Practice that quietly remodels how the mind works.",placeholder,,,
mind,303,meditation_sessions,"Meditation Sessions",,NOT WIRED,3,50,"Fifty Meditation Sessions","Fifty meditation sessions banked. The benefits at this volume are no longer subtle.",placeholder,,,
mind,303,meditation_sessions,"Meditation Sessions",,NOT WIRED,4,150,"Hundred Fifty Meditation Sessions","One hundred and fifty meditation sessions. A meaningful practice with measurable, durable effects.",placeholder,,,
mind,304,mind_minutes_total,"Mind Minutes",,NOT WIRED,1,100,"Hundred Mind Minutes","One hundred minutes spent on mental practice. The first real investment in inner work.",placeholder,,,
mind,304,mind_minutes_total,"Mind Minutes",,NOT WIRED,2,500,"Five Hundred Mind Minutes","Five hundred mind-practice minutes. Genuine time given to interior development.",placeholder,,,
mind,304,mind_minutes_total,"Mind Minutes",,NOT WIRED,3,2000,"Two Thousand Mind Minutes","Two thousand mind-practice minutes. Sustained inner work on a meaningful scale.",placeholder,,,
mind,304,mind_minutes_total,"Mind Minutes",,NOT WIRED,4,10000,"Ten Thousand Mind Minutes","Ten thousand mind-practice minutes. Rare and serious commitment to the interior life.",placeholder,,,
mind,305,distinct_mind_types,"Distinct Mind Types",,NOT WIRED,1,2,"Two Mind Types","Two distinct mind practices in your record. Variety helps you find what actually fits.",placeholder,,,
mind,305,distinct_mind_types,"Distinct Mind Types",,NOT WIRED,2,3,"Three Mind Types","Three different mind practices tried. The breadth helps the depth elsewhere.",placeholder,,,
mind,305,distinct_mind_types,"Distinct Mind Types",,NOT WIRED,3,5,"Five Mind Types","Five distinct mind practices. A genuine, wide-ranging exploration of mental fitness.",placeholder,,,
mind,306,affirmations_saved,"Affirmations Saved",,NOT WIRED,1,5,"Five Affirmations Saved","Five affirmations saved for return visits. Words you found worth keeping.",placeholder,,,
mind,306,affirmations_saved,"Affirmations Saved",,NOT WIRED,2,20,"Twenty Affirmations Saved","Twenty affirmations saved. A personal library of language that supports who you are becoming.",placeholder,,,
mind,307,streak_mind,"Mind Streak",,NOT WIRED,1,3,"Three-Day Mind Streak","Three consecutive days of mind practice. The smallest unit of a real interior habit.",placeholder,,,
mind,307,streak_mind,"Mind Streak",,NOT WIRED,2,7,"Seven-Day Mind Streak","A full week of consecutive mind practice. The mind responds to repetition like any other muscle.",placeholder,,,
mind,307,streak_mind,"Mind Streak",,NOT WIRED,3,14,"Fourteen-Day Mind Streak","Two weeks of consecutive mind work. The benefits compound at this cadence.",placeholder,,,
mind,307,streak_mind,"Mind Streak",,NOT WIRED,4,30,"Thirty-Day Mind Streak","A month of consecutive mind practice. Rare and quietly transformative.",placeholder,,,
mind,307,streak_mind,"Mind Streak",,NOT WIRED,5,60,"Sixty-Day Mind Streak","Two months of consecutive interior work. Sustained practice at this length is genuinely uncommon.",placeholder,,,
mind,308,meditation_streak,"Meditation Streak",,NOT WIRED,1,5,"Five Meditation Days","Five consecutive days meditating. The foundation of a real sitting practice.",placeholder,,,
mind,308,meditation_streak,"Meditation Streak",,NOT WIRED,2,10,"Ten Meditation Days","Ten consecutive meditation days. Past the difficulty curve where most stop.",placeholder,,,
mind,308,meditation_streak,"Meditation Streak",,NOT WIRED,3,21,"Twenty-One Meditation Days","Twenty-one consecutive meditation days. The often-cited threshold for habit formation, met.",placeholder,,,
mind,308,meditation_streak,"Meditation Streak",,NOT WIRED,4,50,"Fifty Meditation Days","Fifty consecutive meditation days. A sustained sitting practice with measurable effect.",placeholder,,,
mind,309,mind_before_8am,"Morning Mind",,NOT WIRED,1,3,"Three Morning Mind Sessions","Three mind sessions before eight in the morning. Setting the internal tone before the day begins.",placeholder,,,
mind,309,mind_before_8am,"Morning Mind",,NOT WIRED,2,10,"Ten Morning Mind Sessions","Ten pre-eight mind sessions. The discipline of front-loaded interior work.",placeholder,,,
mind,309,mind_before_8am,"Morning Mind",,NOT WIRED,3,25,"Twenty-Five Morning Mind Sessions","Twenty-five morning mind sessions. A sustained pattern of deliberate early practice.",placeholder,,,
mind,309,mind_before_8am,"Morning Mind",,NOT WIRED,4,50,"Fifty Morning Mind Sessions","Fifty pre-eight mind sessions. The day reliably starts on your terms.",placeholder,,,
mind,310,visualisation_logged,"Visualisation Practice",,NOT WIRED,1,1,"First Visualisation","Your first visualisation session logged. Mental rehearsal is the most underused tool there is.",placeholder,,,
mind,310,visualisation_logged,"Visualisation Practice",,NOT WIRED,2,10,"Ten Visualisations","Ten visualisations banked. The skill of vivid mental imagery, deliberately practised.",placeholder,,,
mind,310,visualisation_logged,"Visualisation Practice",,NOT WIRED,3,30,"Thirty Visualisations","Thirty visualisations completed. Practice that genuinely sharpens performance, attention and focus.",placeholder,,,
mind,311,first_mind_session,"First Mind Session",,NOT WIRED,1,1,"First Mind Session","Your first mind session is in the record. The hardest part of mental practice is starting.",placeholder,,,
mind,312,long_meditation,"Long Meditations",,NOT WIRED,1,1,"Ten-Minute Meditation","A single meditation session of ten minutes or more. Past the fidget threshold.",placeholder,,,
mind,312,long_meditation,"Long Meditations",,NOT WIRED,2,1,"Twenty-Minute Meditation","A meditation session of twenty minutes or more. Genuine depth becomes possible at this length.",placeholder,,,
mind,312,long_meditation,"Long Meditations",,NOT WIRED,3,1,"Forty-Five-Minute Meditation","A forty-five-minute meditation session. The territory most never visit.",placeholder,,,
connect,3,sessions_watched,"Live Sessions",count,wired,1,1,"First Session Watched","Showing up live is its own kind of accountability. Three next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,2,3,"Three Sessions In","Three live sessions watched. The community shows up — and so do you. Five next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,3,5,"Five Sessions Banked","Five live sessions. The habit of joining is forming. Ten next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,4,10,"Ten Live Sessions","Ten sessions in. Live differs from on-demand — you've felt that difference. Twenty-five next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,5,25,"Twenty-Five Live","Twenty-five sessions banked. Group practice, witnessed and shared. Fifty next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,6,50,"Fifty Sessions Live","Fifty in the bank. The schedule has a place in your week. One hundred next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,7,100,"One Hundred Live","A century of live sessions. The community is part of the practice. Two-fifty next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,8,250,"Two Hundred and Fifty Live","Two-fifty live sessions. The cadence is locked in. Five hundred next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,9,500,"Five Hundred Live","Five hundred sessions. Years of showing up alongside others. One thousand sits ahead.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,10,1000,"One Thousand Live","A thousand live sessions. Few members reach this. The discipline shows. Twenty-five hundred next.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,11,2500,"Twenty-Five Hundred Live","Twenty-five hundred live sessions. A genuine practice, sustained over years.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,12,5000,"Five Thousand Live","Five thousand sessions watched live. Rare commitment to the live format.",approved,,,
connect,3,sessions_watched,"Live Sessions",count,wired,13,10000,"Ten Thousand Live","Ten thousand live sessions. A life lived alongside the community.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,1,1,"First Replay Watched","Catching up on your own time. Three replays banked next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,2,3,"Three Replays In","Three replays watched. Self-paced practice has its own discipline. Five next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,3,5,"Five Replays Banked","Five replays in. Knowledge stacks differently when you control the pace. Ten next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,4,10,"Ten Replays Logged","Ten replays watched. The library is becoming a real resource. Twenty-five next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,5,25,"Twenty-Five Replays","Twenty-five replays banked. Self-directed learning is its own training. Fifty next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,6,50,"Fifty Replays Watched","Fifty replays. The catch-up habit is paying compounding interest. One hundred next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,7,100,"One Hundred Replays","A century of replays. You return to material until it sticks. Two-fifty next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,8,250,"Two Hundred and Fifty Replays","Two-fifty replays banked. The library is yours to mine. Five hundred next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,9,500,"Five Hundred Replays","Five hundred replays watched. Few members use the library this seriously. One thousand sits next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,10,1000,"One Thousand Replays","A thousand replays banked. A real, self-built education. Twenty-five hundred next.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,11,2500,"Twenty-Five Hundred Replays","Twenty-five hundred replays. Self-paced learning at the level of a craft.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,12,5000,"Five Thousand Replays","Five thousand replays. The library has shaped a meaningful practice.",approved,,,
connect,4,replays_watched,"Replays Watched",count,wired,13,10000,"Ten Thousand Replays","Ten thousand replays watched. A decade of self-directed learning, banked.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,1,3,"Three Day Session Streak","Three consecutive days of joining a live session. Showing up is the work. Push to seven.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,2,7,"First Session Week","Seven straight days at a live session. The ritual is forming. Fourteen next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,3,14,"Fortnight Session Streak","Two weeks of consecutive live attendance. Presence is becoming routine. Thirty next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,4,30,"Thirty Day Session Run","A full month at a live session every day. Community has become part of the cadence. Sixty next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,5,60,"Sixty Day Session Streak","Two months of daily live attendance. Showing up is now automatic. One hundred next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,6,100,"Hundred Day Session Streak","A hundred consecutive days at a live session. The presence compounds. Two hundred next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,7,200,"Two Hundred Day Session Streak","Two hundred straight days at live sessions. Few sustain this. A full year sits at three sixty-five.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,8,365,"One Year Session Streak","A full year of daily live attendance. The community knows you. Five hundred next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,9,500,"Five Hundred Day Session Streak","Five hundred consecutive days live. Presence has become identity. Two years sits at seven thirty.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,10,730,"Two Year Session Streak","Two full years at a live session every day. Foundational member territory. One thousand next.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,11,1000,"One Thousand Session Days","Four figures of unbroken live attendance. The face of this community.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,12,1500,"Fifteen Hundred Session Days","The ritual is the rhythm. Almost none reach this number.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,13,1825,"Five Years of Sessions","Half a decade of consecutive live session attendance. Genuinely exceptional.",approved,,,
connect,25,streak_sessions,"Session Streak",days,wired,14,3650,"Ten Years of Sessions","A full decade of daily live presence. Foundational to VYVE.",approved,,,
connect,400,session_minutes_yoga,"Yoga Session Minutes",,NOT WIRED,1,60,"Hour of Yoga","An hour of yoga session time. The body learns what the mind asks of it through repetition.",placeholder,,,
connect,400,session_minutes_yoga,"Yoga Session Minutes",,NOT WIRED,2,300,"Five Yoga Hours","Five hours of yoga session time. Practice that builds suppleness and presence together.",placeholder,,,
connect,400,session_minutes_yoga,"Yoga Session Minutes",,NOT WIRED,3,1000,"Sixteen Yoga Hours","Over sixteen hours of yoga session time. A genuine practice with measurable physical effect.",placeholder,,,
connect,400,session_minutes_yoga,"Yoga Session Minutes",,NOT WIRED,4,3000,"Fifty Yoga Hours","Fifty hours of yoga session time. Years' worth of practice for most members.",placeholder,,,
connect,401,session_minutes_mindfulness,"Mindfulness Session Minutes",,NOT WIRED,1,60,"Hour of Mindfulness","An hour of mindfulness session time. Attention is the most valuable currency there is.",placeholder,,,
connect,401,session_minutes_mindfulness,"Mindfulness Session Minutes",,NOT WIRED,2,300,"Five Mindfulness Hours","Five hours of mindfulness session time. Sustained attention practice with genuine downstream effects.",placeholder,,,
connect,401,session_minutes_mindfulness,"Mindfulness Session Minutes",,NOT WIRED,3,1000,"Sixteen Mindfulness Hours","Over sixteen hours of mindfulness practice. A real meditative apprenticeship.",placeholder,,,
connect,401,session_minutes_mindfulness,"Mindfulness Session Minutes",,NOT WIRED,4,3000,"Fifty Mindfulness Hours","Fifty hours of mindfulness session time. A serious and rare commitment to attentional skill.",placeholder,,,
connect,402,session_minutes_therapy,"Therapy Session Minutes",,NOT WIRED,1,60,"Hour of Group Therapy","An hour of group therapy session time. The work that happens here is among the most valuable on the platform.",placeholder,,,
connect,402,session_minutes_therapy,"Therapy Session Minutes",,NOT WIRED,2,300,"Five Therapy Hours","Five hours of group therapy. Sustained engagement with the hardest, most important work.",placeholder,,,
connect,402,session_minutes_therapy,"Therapy Session Minutes",,NOT WIRED,3,1000,"Sixteen Therapy Hours","Over sixteen hours of group therapy attendance. A real, sustained commitment to interior repair.",placeholder,,,
connect,402,session_minutes_therapy,"Therapy Session Minutes",,NOT WIRED,4,3000,"Fifty Therapy Hours","Fifty hours of group therapy attendance. Years of consistent work on the things that matter most.",placeholder,,,
connect,403,session_minutes_education,"Education Session Minutes",,NOT WIRED,1,60,"Hour of Education","An hour of education session time. Learning is the under-rated lever in everything.",placeholder,,,
connect,403,session_minutes_education,"Education Session Minutes",,NOT WIRED,2,300,"Five Education Hours","Five hours of education sessions. Genuine intellectual engagement with the platform's expert content.",placeholder,,,
connect,403,session_minutes_education,"Education Session Minutes",,NOT WIRED,3,1000,"Sixteen Education Hours","Over sixteen hours of education content. Sustained learning that compounds over time.",placeholder,,,
connect,403,session_minutes_education,"Education Session Minutes",,NOT WIRED,4,3000,"Fifty Education Hours","Fifty hours of education sessions. A real curriculum's worth of expert content absorbed.",placeholder,,,
connect,404,reactions_given,"Reactions Given",,NOT WIRED,1,5,"Five Reactions Given","Five reactions given to other members. Small signals of recognition compound across a community.",placeholder,,,
connect,404,reactions_given,"Reactions Given",,NOT WIRED,2,25,"Twenty-Five Reactions Given","Twenty-five reactions given. Active community membership, not passive attendance.",placeholder,,,
connect,404,reactions_given,"Reactions Given",,NOT WIRED,3,100,"Hundred Reactions Given","One hundred reactions given. The kind of consistent generosity that defines a community member.",placeholder,,,
connect,404,reactions_given,"Reactions Given",,NOT WIRED,4,500,"Five Hundred Reactions Given","Five hundred reactions given. A central, generous node in the VYVE community.",placeholder,,,
connect,405,reactions_received,"Reactions Received",,NOT WIRED,1,5,"Five Reactions Received","Five reactions received from other members. Your presence here is being noticed.",placeholder,,,
connect,405,reactions_received,"Reactions Received",,NOT WIRED,2,25,"Twenty-Five Reactions Received","Twenty-five reactions received. Your check-ins and contributions are resonating.",placeholder,,,
connect,405,reactions_received,"Reactions Received",,NOT WIRED,3,100,"Hundred Reactions Received","One hundred reactions received. A meaningful presence in the community.",placeholder,,,
connect,405,reactions_received,"Reactions Received",,NOT WIRED,4,500,"Five Hundred Reactions Received","Five hundred reactions received. Your contributions consistently move other people.",placeholder,,,
connect,406,checkins_with_reactions,"Check-Ins That Got Love",,NOT WIRED,1,1,"One Resonant Check-In","A check-in that received reactions from others. Honesty connects people.",placeholder,,,
connect,406,checkins_with_reactions,"Check-Ins That Got Love",,NOT WIRED,2,10,"Ten Resonant Check-Ins","Ten check-ins that drew reactions. Your honesty is consistently meeting others where they are.",placeholder,,,
connect,406,checkins_with_reactions,"Check-Ins That Got Love",,NOT WIRED,3,50,"Fifty Resonant Check-Ins","Fifty check-ins that resonated with others. A genuine voice in the community.",placeholder,,,
connect,407,chat_messages_posted,"Live Chat Messages",,NOT WIRED,1,10,"Ten Chat Messages","Ten messages posted in live session chat. Engagement that turns broadcast into conversation.",placeholder,,,
connect,407,chat_messages_posted,"Live Chat Messages",,NOT WIRED,2,100,"Hundred Chat Messages","One hundred chat messages in live sessions. An active community participant, not a passive viewer.",placeholder,,,
connect,407,chat_messages_posted,"Live Chat Messages",,NOT WIRED,3,1000,"Thousand Chat Messages","One thousand live-session chat messages. A central figure in the community conversation.",placeholder,,,
connect,408,workouts_shared_v2,"Workouts Shared",,NOT WIRED,1,1,"Your First Shared Workout","Your first workout shared with the community. Generosity with what works for you.",placeholder,,,
connect,408,workouts_shared_v2,"Workouts Shared",,NOT WIRED,2,10,"Ten Times Workouts Shared","Ten workouts shared. Consistent generosity with the templates that have helped you.",placeholder,,,
connect,409,distinct_session_categories,"Distinct Session Categories",,NOT WIRED,1,3,"Three Session Types","Three distinct session categories attended. Breadth across the platform's offering.",placeholder,,,
connect,409,distinct_session_categories,"Distinct Session Categories",,NOT WIRED,2,5,"Five Session Types","Five distinct session categories explored. A real survey of what VYVE offers.",placeholder,,,
connect,409,distinct_session_categories,"Distinct Session Categories",,NOT WIRED,3,8,"Eight Session Types","Every distinct session category attended at least once. Comprehensive engagement.",placeholder,,,
connect,410,personal_charity_contribution_v2,"Charity Months You Triggered",,NOT WIRED,1,1,"One Charity Month","Your activity triggered one charity month. Help yourself, help others — quietly working.",placeholder,,,
connect,410,personal_charity_contribution_v2,"Charity Months You Triggered",,NOT WIRED,2,5,"Five Charity Months","Your activity triggered five charity months of donated access. Real social impact, by you.",placeholder,,,
connect,410,personal_charity_contribution_v2,"Charity Months You Triggered",,NOT WIRED,3,20,"Twenty Charity Months","Your activity has triggered twenty months of donated access. Sustained, significant social impact.",placeholder,,,
connect,411,charity_tips_v2,"Charity Milestones Witnessed",,NOT WIRED,1,1,"First Charity Milestone Witnessed","Present for the first community charity milestone in your tenure. Collective impact made real.",placeholder,,,
connect,411,charity_tips_v2,"Charity Milestones Witnessed",,NOT WIRED,2,10,"Ten Charity Milestones Witnessed","Present for ten community charity milestones. Your tenure has overlapped with substantial collective impact.",placeholder,,,
connect,411,charity_tips_v2,"Charity Milestones Witnessed",,NOT WIRED,3,100,"Hundred Charity Milestones Witnessed","Present for one hundred community charity milestones. Years of collective social impact.",placeholder,,,
connect,412,first_session_watched,"First Live Session",,NOT WIRED,1,1,"First Live Session","Your first live session attended. The platform comes alive when you're in the room with others.",placeholder,,,
connect,413,first_replay_watched,"Replay Pioneer",,NOT WIRED,1,1,"Your First Replay","Your first replay watched. Catch-up culture turned to your advantage.",placeholder,,,
connect,413,first_replay_watched,"Replay Pioneer",,NOT WIRED,2,10,"Ten Replays Watched","Ten replays watched. Building your own asynchronous curriculum from the live content.",placeholder,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,1,1,"First Check-In Done","The weekly review is the data. One done — three is the rhythm.",approved,,,
